qimei36,exp_id,pg_article_id,start_article_id,is_imgtext_detail_rcmd,chl_id
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
06a12315ab39ba30fe8ddfe3100013615709,8406963,20220618A09V9K00,20220620V03T2800,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220616A0072P00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220610A02KF300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220614A0726900,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A07NY300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220615A06R5F00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220609A0BBZ000,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A07NY300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A07NY300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220615A06R5F00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A0956O00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220614A0726900,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220610A02KF300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220615A06R5F00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A0956O00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220609A0BBZ000,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220615A06R5F00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A07NY300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A07NY300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A02NC300,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A0956O00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220616A0072P00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A0956O00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220612A0801S00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220609A0BBZ000,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220619A0956O00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A0186I00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220621A02ZB700,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220609A0BBZ000,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220618A08YMK00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220615A06R5F00,20220619V060NM00,1,news_news_top
0b239a85365a6d7d061aa750100016714b07,8406963,20220617A0CKG200,20220619V060NM00,1,news_news_top
0c6cbc96184718aeeedfd67e100015b1571b,8406963,20220621A042IM00,20220621A0189700,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
0fb0bb047e5152ed2d797d77000016014718,8406963,20220620A0CNMK00,20220621A02XNR00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
1230310369f8c1ff6c810a4f10001c41570a,8406963,20220620A07B9F00,20220620A03R3B00,1,news_news_top
132c1930cfadab1d7326f16510001a714b10,8406963,20220620A07BXT00,20220621A042IM00,1,news_news_top
132c1930cfadab1d7326f16510001a714b10,8406963,20220620A07BXT00,20220621A042IM00,1,news_news_top
132c1930cfadab1d7326f16510001a714b10,8406963,20220620A07BXT00,20220621A042IM00,1,news_news_top
161f8d6a2249780321692fca000018a14908,8406963,20220621A05AXQ00,20220620V08ZJ200,1,news_news_top
161f8d6a2249780321692fca000018a14908,8406963,20220621A05AXQ00,20220620V08ZJ200,1,news_news_top
161f8d6a2249780321692fca000018a14908,8406963,20220620A07T5P00,20220620V08ZJ200,1,news_news_top
161f8d6a2249780321692fca000018a14908,8406963,20220621A05AXQ00,20220620V08ZJ200,1,news_news_top
18d58e360ed13c02e2d48a9810001ac1591b,8406963,20220620A06WY900,20220618V05Y6R00,1,news_news_top
18d58e360ed13c02e2d48a9810001ac1591b,8406963,20220620A06WY900,20220618V05Y6R00,1,news_news_top
18d58e360ed13c02e2d48a9810001ac1591b,8406963,20220620A06WY900,20220618V05Y6R00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0CLSX00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220618A07ES900,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220620A07SPM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0BIXM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220620A07SPM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0BIXM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220620A07SPM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0CLSX00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220620A07SPM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0BIXM00,20220621A038AY00,1,news_news_top
1e43342edde11048a6cbd73a100012014b02,8406963,20220615A0BIXM00,20220621A038AY00,1,news_news_top
