1294472,柿子椒,1186,蔬菜,,,1.2,2.3,1.75,鲁冀辽,袋\箱,斤,2022-06-18 00:00:00,,138,,admin,,,
1294342,先锋,1187,水果,,樱桃类,8.0,18.0,13.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294421,姑娘果（灯笼果）,1187,水果,1211,其他类,7.0,23.0,15.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294420,鸭梨,1187,水果,,梨类,3.3,3.7,3.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294419,雪花梨,1187,水果,,梨类,3.0,3.5,3.25,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294451,荸荠,1186,蔬菜,,,2.8,3.0,2.9,皖,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294500,茄子,1186,蔬菜,,,0.7,1.2,0.95,鲁冀,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294447,大蒜,1186,蔬菜,,,1.3,2.0,1.65,豫,新,斤,2022-06-18 00:00:00,,138,,admin,,,
1294446,蒜米,1186,蔬菜,,,1.8,2.8,2.3,鲁,机剥\手工,斤,2022-06-18 00:00:00,,138,,admin,,,
1294341,拉宾斯,1187,水果,,樱桃类,7.0,14.0,10.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294373,东北甜瓜,1187,水果,,甜瓜类,2.5,3.0,2.75,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294372,博阳,1187,水果,,甜瓜类,1.3,3.0,2.15,,系列,斤,2022-06-18 00:00:00,,138,,admin,,,
1294418,皇冠梨,1187,水果,,梨类,4.0,4.5,4.25,,纸箱,斤,2022-06-18 00:00:00,,138,,admin,,,
1294450,芋头,1186,蔬菜,,,2.4,2.8,2.6,鲁,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294449,姜,1186,蔬菜,,,0.8,2.2,1.5,冀鲁,姜头\整,斤,2022-06-18 00:00:00,,138,,admin,,,
1294324,前肘,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294323,后肘（带骨）,1189,肉禽蛋,1205,猪肉类,6.5,7.5,7.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294340,沙蜜托,1187,水果,,樱桃类,8.0,20.0,14.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294471,线椒,1186,蔬菜,,,2.0,2.5,2.25,鲁冀,新,斤,2022-06-18 00:00:00,,138,,admin,,,
1294417,丰水梨,1187,水果,,梨类,4.2,4.6,4.4,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294499,长茄,1186,蔬菜,,,1.0,2.0,1.5,冀辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294445,大葱,1186,蔬菜,,,1.8,2.0,1.9,鲁,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294444,小葱,1186,蔬菜,,,1.4,1.8,1.6,冀,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294416,酥梨,1187,水果,,梨类,3.3,4.0,3.65,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294443,蒜苗,1186,蔬菜,,,2.2,5.0,3.6,豫鲁,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294371,富士,1187,水果,,苹果类,2.6,3.8,3.2,,纸袋Φ70-84,斤,2022-06-18 00:00:00,,138,,admin,,,
1294370,富士,1187,水果,,苹果类,4.5,6.0,5.25,,纸袋Φ85以上,斤,2022-06-18 00:00:00,,138,,admin,,,
1294339,白条猪,1189,肉禽蛋,1205,猪肉类,10.4,10.4,10.4,,瘦,斤,2022-06-18 00:00:00,,138,,admin,,,
1294470,杭椒,1186,蔬菜,,,2.0,2.5,2.25,鲁冀辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294498,线茄,1186,蔬菜,,,1.0,3.0,2.0,冀京,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294322,后肘（去骨）,1189,肉禽蛋,1205,猪肉类,7.5,8.5,8.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294442,蒜黄,1186,蔬菜,,,3.5,4.0,3.75,冀,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294415,库尔勒香梨,1187,水果,,梨类,4.2,5.2,4.7,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294414,红啤梨,1187,水果,,梨类,5.0,6.0,5.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294413,耙耙柑,1187,水果,,柑橘类,4.0,5.0,4.5,,丑橘,斤,2022-06-18 00:00:00,,138,,admin,,,
1294412,夏橙,1187,水果,,柑橘类,3.5,5.0,4.25,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294497,冬瓜,1186,蔬菜,,,0.7,0.8,0.75,桂,吊,斤,2022-06-18 00:00:00,,138,,admin,,,
1294496,冬瓜,1186,蔬菜,,,0.6,0.7,0.65,桂,地,斤,2022-06-18 00:00:00,,138,,admin,,,
1294495,毛冬瓜,1186,蔬菜,,,0.8,1.4,1.1,冀鲁,长条,斤,2022-06-18 00:00:00,,138,,admin,,,
1294441,青蒜,1186,蔬菜,,,2.0,2.2,2.1,甘,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294440,平菇,1186,蔬菜,,,4.0,5.0,4.5,京,小叶,斤,2022-06-18 00:00:00,,138,,admin,,,
1294338,白条猪,1189,肉禽蛋,1205,猪肉类,9.1,9.1,9.1,,肥,斤,2022-06-18 00:00:00,,138,,admin,,,
1294337,前臀尖,1189,肉禽蛋,1205,猪肉类,9.5,10.0,9.75,,瘦,斤,2022-06-18 00:00:00,,138,,admin,,,
1294321,猪尾巴,1189,肉禽蛋,1205,猪肉类,40.0,45.0,42.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294320,猪蹄,1189,肉禽蛋,1205,猪肉类,20.0,21.0,20.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294469,小米椒,1186,蔬菜,,,8.0,10.0,9.0,琼,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294369,富士,1187,水果,,苹果类,2.4,4.0,3.2,,纸袋+膜袋,斤,2022-06-18 00:00:00,,138,,admin,,,
1294411,沃柑,1187,水果,,柑橘类,4.0,7.0,5.5,,贵妃柑,斤,2022-06-18 00:00:00,,138,,admin,,,
1294439,香菇,1186,蔬菜,,,3.5,6.0,4.75,冀,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294438,白玉菇,1186,蔬菜,,,2.5,3.0,2.75,京,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294336,前臀尖,1189,肉禽蛋,1205,猪肉类,8.5,9.5,9.0,,肥,斤,2022-06-18 00:00:00,,138,,admin,,,
1294410,金桔,1187,水果,,柑橘类,4.0,7.5,5.75,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294409,油桃,1187,水果,,桃李杏类,3.5,6.5,5.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294437,口蘑,1186,蔬菜,,,6.0,7.0,6.5,豫,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294494,架豆,1186,蔬菜,,,3.0,4.5,3.75,鲁辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294319,纯排骨,1189,肉禽蛋,1205,猪肉类,22.0,24.0,23.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294318,纯腔骨,1189,肉禽蛋,1205,猪肉类,7.0,9.0,8.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294317,腔排骨,1189,肉禽蛋,1205,猪肉类,14.0,15.0,14.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294436,杏鲍菇,1186,蔬菜,,,2.4,2.8,2.6,苏,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294493,豆王,1186,蔬菜,,,3.0,6.0,4.5,辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
